x,y,thickness
0.595017893,0.853000723,3.18E-08
0.160832285,0.353746131,3.18E-08
0.417034346,0.265948669,3.18E-08
0.391902645,0.275474401,3.18E-08
0.022989112,0.30527371,3.18E-08
0,0.29200094,3.18E-08
0.022989112,0.27872817,3.18E-08
0.549109453,0.367572927,3.18E-08
0.5748655,0.3588004,3.18E-08
0.570966153,0.385225927,3.18E-08
0.225427229,0.591372596,3.18E-08
0.5332476,0.8442071,3.18E-08
0.543704293,0.828601726,3.18E-08
0.336460285,0.682537726,3.18E-08
0.35676647,0.670645363,3.18E-08
0.299612033,0.498540571,3.18E-08
0.276322267,0.515242054,3.18E-08
0.278791971,0.488712712,3.18E-08
0.256426418,0.485171149,3.18E-08
0.279716184,0.468469666,3.18E-08
0.323297426,0.482283221,3.18E-08
0.687511688,0.841109087,3.18E-08
0.693744757,0.866918329,3.18E-08
0.668692102,0.860356845,3.18E-08
0.321397954,0.450723125,3.18E-08
0.342613643,0.460995117,3.18E-08
0.233063274,0.361875059,3.18E-08
0.027744846,0.062561289,3.18E-08
0.0229997,0.03172079,3.18E-08
0.023202079,0.465196445,3.18E-08
0,0.45127418,3.18E-08
0.023202079,0.438650905,3.18E-08
0.301800864,0.666413095,3.18E-08
0.2844038,0.67570985,3.18E-08
0.285773464,0.656615045,3.18E-08
0.171629969,0.587544621,3.18E-08
0.1532128,0.6023864,3.18E-08
0.155018369,0.578756221,3.18E-08
0.44171235,0.2554351,3.18E-08
0.439608596,0.282674569,3.18E-08
0.679923827,0.474812837,3.18E-08
0.70514845,0.46576615,3.18E-08
0.736899383,0.688805642,3.18E-08
0.706204408,0.681104378,3.18E-08
0.724160977,0.66267467,3.18E-08
0.636376323,0.437807739,3.18E-08
0.611548131,0.446947048,3.18E-08
0.652475354,0.878075869,3.18E-08
0.646242285,0.852266628,3.18E-08
0.0172212,0.53842285,3.18E-08
0.025075746,0.520488309,3.18E-08
0.717362192,0.640138455,3.18E-08
0.748057167,0.647839719,3.18E-08
0.273601122,0.539221652,3.18E-08
0.252781061,0.529393792,3.18E-08
0.022989112,0.35836479,3.18E-08
0,0.34509202,3.18E-08
0.022989112,0.33181925,3.18E-08
0.66200655,0.42976165,3.18E-08
0.657947273,0.455809989,3.18E-08
0.246350467,0.577047637,3.18E-08
0.229136678,0.567698348,3.18E-08
0.258749971,0.610894302,3.18E-08
0.680252434,0.81518697,3.18E-08
0.705305089,0.821748454,3.18E-08
0.123562747,0.086427046,3.18E-08
0.117782156,0.108131861,3.18E-08
0.098713134,0.094367253,3.18E-08
0.618885668,0.885715826,3.18E-08
0.5929757,0.8898382,3.18E-08
0.074211118,0.094051783,3.18E-08
0.307755873,0.590796904,3.18E-08
0.301722392,0.613170801,3.18E-08
0.280892404,0.598692822,3.18E-08
0,0.50436526,3.18E-08
0.025075746,0.493942769,3.18E-08
0.187796349,0.104986031,3.18E-08
0.211709,0.09420225,3.18E-08
0.211265949,0.120422881,3.18E-08
0.333588071,0.577849108,3.18E-08
0.312758083,0.56337113,3.18E-08
0,0.02654554,3.18E-08
0.0229997,0.00517525,3.18E-08
0.412233492,0.31942258,3.18E-08
0.436414099,0.308895541,3.18E-08
0.433716999,0.335129984,3.18E-08
0.045978224,0.2654554,3.18E-08
0.045978224,0.31854648,3.18E-08
0.100822196,0.553167047,3.18E-08
0.0858139,0.56911875,3.18E-08
0.083893096,0.545007297,3.18E-08
0.326889838,0.199749932,3.18E-08
0.35102165,0.18907125,3.18E-08
0.349857788,0.215936082,3.18E-08
0.117905311,0.537701833,3.18E-08
0.119826115,0.561813286,3.18E-08
0.185335119,0.157773923,3.18E-08
0.210953899,0.147318767,3.18E-08
0.20893572,0.173886029,3.18E-08
0.164992534,0.115699158,3.18E-08
0,0.18581878,3.18E-08
0.02261873,0.173188459,3.18E-08
0.506128481,0.333555665,3.18E-08
0.53082825,0.3239008,3.18E-08
0.528309031,0.350802265,3.18E-08
0.526548705,0.812181367,3.18E-08
0.50302795,0.82186145,3.18E-08
0.511315055,0.801176817,3.18E-08
0.8790051,0.6337681,3.18E-08
0.873265008,0.654946431,3.18E-08
0.881940614,0.674440757,3.18E-08
0.854445422,0.674194188,3.18E-08
0.136755215,0.569973036,3.18E-08
0.1196721,0.58543825,3.18E-08
0.190824489,0.572968875,3.18E-08
0.3164586,0.69530595,3.18E-08
0.320432885,0.672739676,3.18E-08
0.524409684,0.377227792,3.18E-08
0.347300337,0.242187714,3.18E-08
0.264783451,0.588520405,3.18E-08
0.2684929,0.564846157,3.18E-08
0.461102516,0.766806673,3.18E-08
0.4418457,0.77819885,3.18E-08
0.445621216,0.756157723,3.18E-08
0.454515287,0.352448534,3.18E-08
0.480753434,0.342530037,3.18E-08
0.477371114,0.370375627,3.18E-08
0.397009487,0.727107218,3.18E-08
0.37967285,0.735965,3.18E-08
0.381280537,0.716820218,3.18E-08
0.516690013,0.779689932,3.18E-08
0.499683702,0.386610518,3.18E-08
0.520484124,0.403381181,3.18E-08
0.461092103,0.298381972,3.18E-08
0.48646715,0.2894076,3.18E-08
0.483272653,0.315628572,3.18E-08
0.6542936,0.482858926,3.18E-08
0.473445554,0.396529015,3.18E-08
0.16324678,0.140207243,3.18E-08
0.161228601,0.166774505,3.18E-08
0.023515915,0.146028712,3.18E-08
0,0.1327277,3.18E-08
0.023515915,0.119483172,3.18E-08
0.429936939,0.744927542,3.18E-08
0.4108831,0.75690095,3.18E-08
0.414455639,0.734278592,3.18E-08
0.724124675,0.802500696,3.18E-08
0.731383929,0.828422814,3.18E-08
0.761763846,0.764005182,3.18E-08
0.7690231,0.7899273,3.18E-08
0.74294426,0.783252939,3.18E-08
0.753909967,0.738712641,3.18E-08
0.022989112,0.41145587,3.18E-08
0.046191191,0.425378135,3.18E-08
0,0.3981831,3.18E-08
0.022989112,0.38491033,3.18E-08
0.656105586,0.905413843,3.18E-08
0.633655768,0.897323626,3.18E-08
0.6225159,0.9130538,3.18E-08
0.255897718,0.179151138,3.18E-08
0.074526442,0.519560706,3.18E-08
0.449193755,0.733535364,3.18E-08
0.716865421,0.776578579,3.18E-08
0.737256684,0.560213551,3.18E-08
0.481711123,0.756324338,3.18E-08
0.321802549,0.653644871,3.18E-08
0.289014726,0.634192504,3.18E-08
0.385857772,0.694640855,3.18E-08
0.670119969,0.528651538,3.18E-08
0.6902136,0.547841768,3.18E-08
0.551991399,0.807917093,3.18E-08
0.590488587,0.826054249,3.18E-08
0.046134645,0.159943931,3.18E-08
0.292034107,0.55069442,3.18E-08
0.430334679,0.362975574,3.18E-08
0.155172384,0.555131257,3.18E-08
0.709888668,0.56744142,3.18E-08
0.683644853,0.575040955,3.18E-08
0.567994661,0.412018236,3.18E-08
0.301483455,0.210743085,3.18E-08
0.113904321,0.182767374,3.18E-08
0.115280182,0.15789899,3.18E-08
0.1377644,0.174076209,3.18E-08
0.537902305,0.766279026,3.18E-08
0.519756507,0.754472224,3.18E-08
0.499383858,0.74697049,3.18E-08
0.520596151,0.733559583,3.18E-08
0.045978224,0.37163756,3.18E-08
0.048277825,0.481319494,3.18E-08
0.482550768,0.735411697,3.18E-08
0.709371215,0.751820706,3.18E-08
0.69055163,0.771068463,3.18E-08
0.112292742,0.2074838,3.18E-08
0.089808524,0.191306581,3.18E-08
0.36628198,0.285313978,3.18E-08
0.389309926,0.303027715,3.18E-08
0.627607513,0.491511821,3.18E-08
0.649584067,0.510514669,3.18E-08
0.416063325,0.71513381,3.18E-08
0.54181805,0.421696596,3.18E-08
0.564602604,0.439716378,3.18E-08
0.095774706,0.502608906,3.18E-08
0.071399756,0.493114019,3.18E-08
0.578921153,0.7982774,3.18E-08
0.561765565,0.781857042,3.18E-08
0.600262753,0.799994197,3.18E-08
0.628227892,0.805663532,3.18E-08
0.616660459,0.777886683,3.18E-08
0.376386186,0.656826314,3.18E-08
0.360054285,0.646152403,3.18E-08
0.46828549,0.719972688,3.18E-08
0.452601213,0.708742507,3.18E-08
0.65723086,0.737630499,3.18E-08
0.663841511,0.764933303,3.18E-08
0.638014947,0.756253213,3.18E-08
0,0.07963662,3.18E-08
0.027744846,0.089106829,3.18E-08
0.051260762,0.10240784,3.18E-08
0.231754865,0.189580752,3.18E-08
0.253098083,0.205301019,3.18E-08
0.291954944,0.449251193,3.18E-08
0.827456933,0.668949795,3.18E-08
0.730687937,0.587412738,3.18E-08
0.114737152,0.486097771,3.18E-08
0.117863838,0.512544459,3.18E-08
0.068713056,0.38491033,3.18E-08
0.068713056,0.35836479,3.18E-08
0.206136085,0.200035909,3.18E-08
0.210653754,0.558396683,3.18E-08
0.193264803,0.549342251,3.18E-08
0.429483456,0.694869244,3.18E-08
0.412037304,0.68769787,3.18E-08
0.069526089,0.464367694,3.18E-08
0.068713056,0.33181925,3.18E-08
0.091447888,0.34509202,3.18E-08
0.342169875,0.295987509,3.18E-08
0.344762594,0.268434194,3.18E-08
0.517092067,0.431079322,3.18E-08
0.485958226,0.71061884,3.18E-08
0.068328781,0.176846917,3.18E-08
0.069225966,0.149687169,3.18E-08
0.066994967,0.279274429,3.18E-08
0.066994967,0.252728889,3.18E-08
0.069982187,0.124428126,3.18E-08
0.749657167,0.602744186,3.18E-08
0.769401944,0.626291947,3.18E-08
0.722289152,0.609972055,3.18E-08
0.323188232,0.252861244,3.18E-08
0.089729799,0.292547199,3.18E-08
0.068713056,0.30527371,3.18E-08
0.237526432,0.476436501,3.18E-08
0.222927242,0.463186158,3.18E-08
0.447246968,0.408044957,3.18E-08
0.469559555,0.424279848,3.18E-08
0.399277903,0.674376289,3.18E-08
0.140886015,0.12469974,3.18E-08
0.092176323,0.141331111,3.18E-08
0.745538871,0.713664905,3.18E-08
0.72731391,0.732283085,3.18E-08
0.803344779,0.65524006,3.18E-08
0.404977228,0.620449788,3.18E-08
0.381157966,0.605170392,3.18E-08
0.586733225,0.456217071,3.18E-08
0.607502141,0.473126102,3.18E-08
0.701000119,0.72677297,3.18E-08
0.76349544,0.695235198,3.18E-08
0.091626083,0.397378269,3.18E-08
0.068891251,0.410651039,3.18E-08
0.276237048,0.222854691,3.18E-08
0.300479568,0.238726371,3.18E-08
0.067087584,0.227466433,3.18E-08
0.066717203,0.201563343,3.18E-08
0.226780108,0.24499366,3.18E-08
0.252094195,0.233284304,3.18E-08
0.249919073,0.262547332,3.18E-08
0.069104218,0.437846074,3.18E-08
0.355613897,0.591641157,3.18E-08
0.354129931,0.618804118,3.18E-08
0.671335717,0.789691176,3.18E-08
0.653542315,0.80905181,3.18E-08
0.637144609,0.831159325,3.18E-08
0.56483206,0.756639333,3.18E-08
0.560556614,0.465895431,3.18E-08
0.610049808,0.750583879,3.18E-08
0.698392962,0.624807007,3.18E-08
0.136867758,0.521190698,3.18E-08
0.174726255,0.539856994,3.18E-08
0.156463101,0.531073809,3.18E-08
0.448575192,0.681306568,3.18E-08
0.643433882,0.537304433,3.18E-08
0.231576992,0.544071724,3.18E-08
0.297941825,0.264972851,3.18E-08
0.19455552,0.525284802,3.18E-08
0.386612826,0.329262158,3.18E-08
0.201532481,0.229960241,3.18E-08
0.114178873,0.357205185,3.18E-08
0.114178873,0.330659645,3.18E-08
0.657603792,0.583151682,3.18E-08
0.67727886,0.602751335,3.18E-08
0.491772747,0.440877943,3.18E-08
0.513106673,0.459193359,3.18E-08
0.088104327,0.241285463,3.18E-08
0.534313404,0.712728641,3.18E-08
0.513940756,0.705226907,3.18E-08
0.594433428,0.552316102,3.18E-08
0.59176889,0.575202406,3.18E-08
0.156421628,0.505916435,3.18E-08
0.27266582,0.276344653,3.18E-08
0.295374484,0.290479527,3.18E-08
0.15985274,0.191642889,3.18E-08
0.465574161,0.452393885,3.18E-08
0.404222337,0.374309744,3.18E-08
0.425020624,0.391628295,3.18E-08
0.106364796,0.254479214,3.18E-08
0.106457414,0.229216758,3.18E-08
0.178145709,0.490969155,3.18E-08
0.158550365,0.481086044,3.18E-08
0.113199076,0.302769987,3.18E-08
0.782000002,0.676787832,3.18E-08
0.776200729,0.648828163,3.18E-08
0.61862622,0.544440169,3.18E-08
0.639162122,0.562577038,3.18E-08
0.53515754,0.476401034,3.18E-08
0.50983822,0.486199656,3.18E-08
0.114916396,0.40848815,3.18E-08
0.114738202,0.382747441,3.18E-08
0.334510216,0.632623167,3.18E-08
0.21539815,0.511357478,3.18E-08
0.196859602,0.501872222,3.18E-08
0.694712748,0.703946587,3.18E-08
0.676770053,0.723484207,3.18E-08
0.092226149,0.449640599,3.18E-08
0.137075456,0.470701896,3.18E-08
0.114986323,0.460766344,3.18E-08
0.602792608,0.500781845,3.18E-08
0.499675479,0.689787898,3.18E-08
0.402565718,0.649883329,3.18E-08
0.475713675,0.669019406,3.18E-08
0.452595918,0.655146142,3.18E-08
0.455007428,0.625712601,3.18E-08
0.557288161,0.492901728,3.18E-08
0.605228678,0.594452286,3.18E-08
0.578599816,0.508657778,3.18E-08
0.598705188,0.527043497,3.18E-08
0.585794733,0.740920466,3.18E-08
0.561931473,0.72534245,3.18E-08
0.503696205,0.663627473,3.18E-08
0.317357564,0.305510429,3.18E-08
0.33887695,0.322390213,3.18E-08
0.315878195,0.626296587,3.18E-08
0.137469187,0.368315066,3.18E-08
0.178713336,0.214265517,3.18E-08
0.359232955,0.340148026,3.18E-08
0.38215652,0.356542892,3.18E-08
0.198988339,0.477041831,3.18E-08
0.376842466,0.385195613,3.18E-08
0.234298137,0.520092127,3.18E-08
0.63279613,0.590287418,3.18E-08
0.236602219,0.496679546,3.18E-08
0.111480987,0.276770706,3.18E-08
0.427868945,0.637999763,3.18E-08
0.531821231,0.651772401,3.18E-08
0.114564452,0.434244724,3.18E-08
0.555323378,0.639757744,3.18E-08
0.116036402,0.132639947,3.18E-08
0.507425449,0.514621698,3.18E-08
0.368527122,0.477113965,3.18E-08
0.292081559,0.316882231,3.18E-08
0.347745409,0.398431891,3.18E-08
0.161391614,0.379288387,3.18E-08